depth_m,distance_km,salinity_pss,source_file
0.0,45,0.0,mb_lws_da_2016033131.txt
0.5,45,0.0,mb_lws_da_2016033131.txt
1.0,45,0.0,mb_lws_da_2016033131.txt
1.5,45,0.0,mb_lws_da_2016033131.txt
2.0,45,0.0,mb_lws_da_2016033131.txt
2.5,45,0.0,mb_lws_da_2016033131.txt
3.0,45,0.0,mb_lws_da_2016033131.txt
3.5,45,0.0,mb_lws_da_2016033131.txt
4.0,45,0.0,mb_lws_da_2016033131.txt
4.5,45,0.0,mb_lws_da_2016033131.txt
5.0,45,0.0,mb_lws_da_2016033131.txt
5.5,45,0.0,mb_lws_da_2016033131.txt
6.0,45,0.0,mb_lws_da_2016033131.txt
6.5,45,0.0,mb_lws_da_2016033131.txt
7.0,45,0.0,mb_lws_da_2016033131.txt
0.0,48,0.0,mb_lws_da_2016033131.txt
0.5,48,0.0,mb_lws_da_2016033131.txt
1.0,48,0.0,mb_lws_da_2016033131.txt
1.5,48,0.0,mb_lws_da_2016033131.txt
2.0,48,0.0,mb_lws_da_2016033131.txt
2.5,48,0.0,mb_lws_da_2016033131.txt
3.0,48,0.0,mb_lws_da_2016033131.txt
3.5,48,0.0,mb_lws_da_2016033131.txt
4.0,48,0.0,mb_lws_da_2016033131.txt
4.5,48,0.0,mb_lws_da_2016033131.txt
5.0,48,0.0,mb_lws_da_2016033131.txt
5.5,48,0.0,mb_lws_da_2016033131.txt
6.0,48,0.0,mb_lws_da_2016033131.txt
6.5,48,0.0,mb_lws_da_2016033131.txt
7.0,48,0.0,mb_lws_da_2016033131.txt
0.0,51,0.0,mb_lws_da_2016033131.txt
0.5,51,0.0,mb_lws_da_2016033131.txt
1.0,51,0.0,mb_lws_da_2016033131.txt
1.5,51,0.0,mb_lws_da_2016033131.txt
2.0,51,0.0,mb_lws_da_2016033131.txt
2.5,51,0.0,mb_lws_da_2016033131.txt
3.0,51,0.0,mb_lws_da_2016033131.txt
3.5,51,0.0,mb_lws_da_2016033131.txt
4.0,51,0.0,mb_lws_da_2016033131.txt
4.5,51,0.0,mb_lws_da_2016033131.txt
5.0,51,0.0,mb_lws_da_2016033131.txt
5.5,51,0.0,mb_lws_da_2016033131.txt
6.0,51,0.0,mb_lws_da_2016033131.txt
6.5,51,0.0,mb_lws_da_2016033131.txt
7.0,51,0.0,mb_lws_da_2016033131.txt
